,Latitude,Longitude,Month,Hour,Humidity,AmbientTemp,PolyPwr,Wind.Speed,Visibility,Pressure,Cloud.Ceiling,Fall,Spring,Summer,Winter
1940,40.67,-86.15,6,15,65.92407,27.71858,0.8427173860130943,7,10.0,975.6,100,0,0,1,0
1941,40.67,-86.15,6,10,90.06958,20.68161,1.1619281877077876,14,10.0,978.9,8,0,0,1,0
1942,40.67,-86.15,6,11,89.39209,20.7093,1.1189703172559895,13,10.0,979.2,9,0,0,1,0
1943,40.67,-86.15,6,11,85.29663,21.92535,1.1189703172559895,11,10.0,978.9,8,0,0,1,0
1944,40.67,-86.15,6,12,85.56519,21.89766,1.0797692008666298,11,10.0,978.9,8,0,0,1,0
1945,40.67,-86.15,6,12,88.7146,20.74203,1.0955375665510334,10,10.0,978.9,7,0,0,1,0
1946,40.67,-86.15,6,13,82.26318,23.1842,1.7494241774731358,9,10.0,978.9,9,0,0,1,0
1947,40.67,-86.15,6,13,76.06201,23.9521,1.0097701459400237,6,10.0,978.9,16,0,0,1,0
1948,40.67,-86.15,6,14,68.98193,26.4975,2.1395966415233723,10,10.0,979.2,722,0,0,1,0
1949,40.67,-86.15,6,15,60.90698,29.72267,2.630660027902087,10,10.0,979.2,36,0,0,1,0
1950,40.67,-86.15,6,10,65.2832,29.11087,2.668814447835827,8,10.0,984.5,722,0,0,1,0
1951,40.67,-86.15,6,11,60.72998,31.03943,2.8362669124613187,7,10.0,984.9,722,0,0,1,0
1952,40.67,-86.15,6,12,42.99316,36.70425,2.9769173782898806,10,10.0,984.5,722,0,0,1,0
1953,40.67,-86.15,6,14,39.01978,34.89403,1.8950979419342429,6,9.1,985.5,722,0,0,1,0
1954,40.67,-86.15,6,10,69.0979,25.13794,2.456117009998495,10,10.0,990.5,200,0,0,1,0
1955,40.67,-86.15,6,12,51.36108,30.97649,2.680826304179769,13,10.0,990.8,722,0,0,1,0
1956,40.67,-86.15,6,12,47.10693,32.23282,2.8697625053653035,10,10.0,990.8,722,0,0,1,0
1957,40.67,-86.15,6,13,48.32153,32.93274,2.8897865867169017,11,10.0,990.8,722,0,0,1,0
1958,40.67,-86.15,6,14,49.23096,32.94029,1.8225634506047477,10,10.0,990.5,722,0,0,1,0
1959,40.67,-86.15,6,15,42.57202,34.87137,2.919779523921095,14,10.0,990.5,722,0,0,1,0
1960,40.67,-86.15,6,13,99.98779,21.23047,1.0957114185432468,11,10.0,986.2,722,0,0,1,0
1961,40.67,-86.15,6,13,99.98779,21.38153,1.0957114185432468,10,10.0,986.2,120,0,0,1,0
1962,40.67,-86.15,6,14,84.3811,23.93448,1.4187397698004296,10,10.0,986.5,9,0,0,1,0
1963,40.67,-86.15,6,15,86.84082,23.23204,0.9969228042997,8,10.0,986.5,10,0,0,1,0
1964,40.67,-86.15,6,10,92.99927,22.53212,1.0957114185432468,10,10.0,980.6,7,0,0,1,0
1965,40.67,-86.15,6,10,98.84644,21.89766,1.1189703172559895,15,10.0,980.6,9,0,0,1,0
1966,40.67,-86.15,6,11,97.62573,21.89766,1.0712239625714524,16,10.0,980.9,10,0,0,1,0
1967,40.67,-86.15,6,11,96.3501,22.01599,2.0545249352547184,16,10.0,980.9,9,0,0,1,0
1968,40.67,-86.15,6,11,82.72705,25.8857,3.0236358231252365,20,10.0,980.6,18,0,0,1,0
1969,40.67,-86.15,6,12,67.71851,29.07059,3.005188918207743,17,10.0,980.6,47,0,0,1,0
1970,40.67,-86.15,6,13,57.90405,31.58829,2.0637439770725368,21,10.0,980.2,55,0,0,1,0
1971,40.67,-86.15,6,14,58.44116,31.57318,1.5612681557721249,18,10.0,980.2,55,0,0,1,0
1972,40.67,-86.15,6,14,69.90356,27.73621,0.7801960568464678,11,7.0,979.9,55,0,0,1,0
1973,40.67,-86.15,6,15,79.8645,27.07405,0.6784141809578805,15,10.0,980.2,722,0,0,1,0
1974,40.67,-86.15,6,10,64.80103,30.3521,2.466231686439769,0,10.0,985.5,722,0,0,1,0
1975,40.67,-86.15,6,11,51.05591,34.78828,3.0041209896817347,5,10.0,985.9,722,0,0,1,0
1976,40.67,-86.15,6,12,39.91699,38.6454,3.010731224787785,3,10.0,985.2,722,0,0,1,0
1977,40.67,-86.15,6,13,32.61108,41.32423,2.5765768796717294,0,10.0,985.2,722,0,0,1,0
1978,40.67,-86.15,6,14,29.98047,42.52518,3.0850051747023457,3,10.0,984.9,722,0,0,1,0
1979,40.67,-86.15,6,15,34.32617,41.362,3.189781458759497,6,10.0,983.9,722,0,0,1,0
1980,40.67,-86.15,6,10,65.90576,29.61189,2.4150214159784835,7,10.0,988.2,722,0,0,1,0
1981,40.67,-86.15,6,10,63.77563,30.40749,2.602945208351181,9,10.0,987.8,722,0,0,1,0
1982,40.67,-86.15,6,11,61.23657,31.63612,2.7394920190004783,9,10.0,987.8,722,0,0,1,0
1983,40.67,-86.15,6,13,47.23511,38.03864,3.0165662315908452,13,10.0,987.5,722,0,0,1,0
1984,40.67,-86.15,6,14,46.74683,39.40323,3.198888196460371,11,10.0,987.2,130,0,0,1,0
1985,40.67,-86.15,6,15,44.87915,39.33525,3.043899386524472,10,10.0,986.5,722,0,0,1,0
1986,40.67,-86.15,6,10,70.95337,31.61095,2.4075026105426973,13,10.0,988.2,722,0,0,1,0
1987,40.67,-86.15,6,11,63.1958,33.62511,2.0313444497803226,11,10.0,987.8,722,0,0,1,0
1988,40.67,-86.15,6,11,61.73706,33.61755,1.630453529251143,11,10.0,988.2,26,0,0,1,0
1989,40.67,-86.15,6,12,51.2146,38.69072,2.843810524480614,11,10.0,988.5,23,0,0,1,0
1990,40.67,-86.15,6,12,47.00317,40.57648,3.048803736063131,8,10.0,988.2,722,0,0,1,0
1991,40.67,-86.15,6,12,43.7561,41.28899,1.5015965442270212,8,10.0,988.5,722,0,0,1,0
1992,40.67,-86.15,6,15,43.43872,41.23863,3.072691925800266,8,10.0,987.8,722,0,0,1,0
1993,40.67,-86.15,7,10,66.22925,31.67389,2.6148853850252043,9,10.0,986.2,722,0,0,1,0
1994,40.67,-86.15,7,11,63.00659,32.96295,2.753821209028122,9,10.0,985.9,722,0,0,1,0
1995,40.67,-86.15,7,12,57.71484,35.44289,2.9921543805215167,15,10.0,985.5,722,0,0,1,0
1996,40.67,-86.15,7,13,47.05811,38.69576,3.0759800371252064,14,10.0,985.2,722,0,0,1,0
1997,40.67,-86.15,7,14,45.04395,39.92188,3.0822580743372407,15,10.0,984.5,722,0,0,1,0
1998,40.67,-86.15,7,15,44.70825,40.56892,3.038714173797576,15,10.0,984.2,722,0,0,1,0
1999,40.67,-86.15,7,10,71.34399,29.67987,1.5030390801342919,5,10.0,987.8,48,0,0,1,0
2000,40.67,-86.15,7,10,71.11816,29.12094,0.5928018456110703,0,10.0,988.2,50,0,0,1,0
2001,40.67,-86.15,7,10,68.68896,30.37727,1.317704979648465,0,10.0,988.2,11,0,0,1,0
2002,40.67,-86.15,7,11,57.69653,34.13368,2.9080615883593732,0,10.0,988.2,12,0,0,1,0
2003,40.67,-86.15,7,11,56.06079,35.45296,2.998214191047121,0,10.0,988.2,722,0,0,1,0
2004,40.67,-86.15,7,11,56.89087,36.16043,2.9160887778514177,3,10.0,988.2,25,0,0,1,0
2005,40.67,-86.15,7,12,47.08862,37.35886,3.143191040969226,0,10.0,988.5,210,0,0,1,0
2006,40.67,-86.15,7,12,50.05493,34.85374,1.3022848376924885,0,10.0,988.5,24,0,0,1,0
2007,40.67,-86.15,7,12,37.75635,41.89323,3.010963191986398,0,10.0,988.5,29,0,0,1,0
2008,40.67,-86.15,7,12,33.53882,43.89732,3.0992978292345827,0,10.0,988.5,722,0,0,1,0
2009,40.67,-86.15,7,13,37.02393,43.17223,3.1438449038512566,6,10.0,988.5,30,0,0,1,0
2010,40.67,-86.15,7,14,33.58154,43.20747,2.0119105475578576,5,10.0,988.5,200,0,0,1,0
2011,40.67,-86.15,7,15,33.41675,45.09827,3.093476307313253,0,10.0,988.2,722,0,0,1,0
2012,40.67,-86.15,7,10,63.17749,32.96799,2.540729171721564,6,10.0,991.8,722,0,0,1,0
2013,40.67,-86.15,7,11,58.87451,34.9041,2.67149824365039,6,10.0,991.8,722,0,0,1,0
2014,40.67,-86.15,7,12,48.12622,39.30252,2.908921967257385,7,10.0,992.1,722,0,0,1,0
2015,40.67,-86.15,7,14,46.81396,38.12927,1.4005054042138543,7,10.0,991.5,722,0,0,1,0
2016,40.67,-86.15,7,15,41.19873,40.71999,2.09122435093426,6,10.0,991.5,722,0,0,1,0
2017,40.67,-86.15,7,10,77.70386,28.34297,0.7412609255332956,3,10.0,995.4,180,0,0,1,0
2018,40.67,-86.15,7,10,76.06812,28.99506,0.7466642505247398,0,10.0,995.4,722,0,0,1,0
2019,40.67,-86.15,7,10,72.11914,29.65218,1.018005810995016,3,10.0,995.4,722,0,0,1,0
2020,40.67,-86.15,7,12,49.04175,38.06633,1.9928359914223062,6,10.0,995.4,722,0,0,1,0
2021,40.67,-86.15,7,13,36.53564,45.14107,3.0466872357136476,5,10.0,995.1,722,0,0,1,0
2022,40.67,-86.15,7,14,40.9729,42.54784,3.090508219771871,5,10.0,994.4,722,0,0,1,0
2023,40.67,-86.15,7,15,32.73926,45.84602,3.006248780732754,6,10.0,994.1,722,0,0,1,0
2024,40.67,-86.15,7,10,57.65991,36.85783,1.8583911107599533,5,10.0,995.4,722,0,0,1,0
2025,40.67,-86.15,7,11,51.58081,38.77632,2.3435801925307627,5,10.0,994.4,722,0,0,1,0
2026,40.67,-86.15,7,10,59.0271,25.87311,2.3619760129367102,15,10.0,997.8,722,0,0,1,0
2027,40.67,-86.15,7,10,54.01611,26.51764,2.668783246879827,15,10.0,998.1,722,0,0,1,0
2028,40.67,-86.15,7,11,49.18213,28.4034,2.7922448927332555,14,10.0,998.1,722,0,0,1,0
2029,40.67,-86.15,7,12,39.01978,33.57475,2.967815192949702,10,10.0,998.4,722,0,0,1,0
2030,40.67,-86.15,7,13,30.31616,36.79993,3.057989914210231,10,10.0,998.4,722,0,0,1,0
2031,40.67,-86.15,7,15,26.64795,36.74454,3.0370742928379277,14,10.0,997.4,722,0,0,1,0
2032,40.67,-86.15,7,10,61.37695,23.27736,2.4877841724125345,10,10.0,999.1,722,0,0,1,0
2033,40.67,-86.15,7,10,57.65991,25.75729,2.682700255849387,10,10.0,998.7,722,0,0,1,0
2034,40.67,-86.15,7,12,38.43384,32.27814,2.986566394937697,13,10.0,998.4,722,0,0,1,0
2035,40.67,-86.15,7,13,32.08618,36.1554,3.063468956366225,8,10.0,998.4,722,0,0,1,0
2036,40.67,-86.15,7,14,32.84912,37.379,3.076662740898429,9,10.0,997.8,722,0,0,1,0
2037,40.67,-86.15,7,15,29.46167,36.21078,3.0473042790979785,10,10.0,997.1,722,0,0,1,0
2038,40.67,-86.15,7,10,53.11279,27.07909,2.48666759840748,5,10.0,997.4,722,0,0,1,0
2039,40.67,-86.15,7,10,46.39893,29.03282,2.6834207031867323,5,10.0,997.1,722,0,0,1,0
2040,40.67,-86.15,7,11,38.92212,30.39993,2.8089333081091015,8,10.0,997.1,722,0,0,1,0
2041,40.67,-86.15,7,12,29.97437,36.17805,2.968348743691057,3,10.0,996.8,722,0,0,1,0
2042,40.67,-86.15,7,13,22.79663,41.28395,3.052614843797037,0,6.0,996.1,722,0,0,1,0
2043,40.67,-86.15,7,14,23.35815,41.30661,3.057993672766232,5,10.0,995.8,722,0,0,1,0
2044,40.67,-86.15,7,15,22.19238,40.56641,3.0384023193750154,3,10.0,995.4,722,0,0,1,0
2045,40.67,-86.15,7,10,62.34131,31.57318,2.4042748797624096,6,10.0,995.1,722,0,0,1,0
2046,40.67,-86.15,7,11,48.83423,34.88899,2.727519439497152,6,10.0,994.4,722,0,0,1,0
2047,40.67,-86.15,7,12,39.78882,39.41582,2.9188312506167344,9,10.0,994.4,722,0,0,1,0
2048,40.67,-86.15,7,13,41.65039,38.64037,0.6551077693946433,8,10.0,994.1,722,0,0,1,0
2049,40.67,-86.15,7,14,34.198,42.64854,3.0148312219536892,10,10.0,993.8,722,0,0,1,0
2050,40.67,-86.15,7,15,35.81543,41.29906,2.987226199260047,9,10.0,993.5,722,0,0,1,0
2051,40.67,-86.15,7,10,66.42456,32.89749,2.3328640242299676,10,10.0,989.8,722,0,0,1,0
2052,40.67,-86.15,7,11,56.50635,36.11763,2.830699599009536,9,10.0,989.5,722,0,0,1,0
2053,40.67,-86.15,7,12,48.14453,40.07294,2.961578621138071,10,10.0,989.5,722,0,0,1,0
2054,40.67,-86.15,7,13,40.39307,43.17726,3.0459556958324225,11,10.0,989.5,722,0,0,1,0
2055,40.67,-86.15,7,14,36.68213,43.86208,2.9703744647696797,14,10.0,988.2,160,0,0,1,0
2056,40.67,-86.15,7,14,52.771,34.9041,-0.624106310224957,14,10.0,988.2,722,0,0,1,0
2057,40.67,-86.15,7,15,99.98779,22.64038,0.9705516186005921,14,7.0,988.8,42,0,0,1,0
2058,40.67,-86.15,7,15,99.98779,23.83629,1.197917507967527,9,10.0,988.5,45,0,0,1,0
2059,40.67,-86.15,7,15,99.89014,24.48334,0.8871667150997096,0,10.0,988.5,49,0,0,1,0
2060,40.67,-86.15,7,10,53.08838,27.73117,2.2410043267171478,8,10.0,991.5,722,0,0,1,0
2061,40.67,-86.15,7,10,50.01221,28.99506,2.5545329872596687,8,10.0,991.5,722,0,0,1,0
2062,40.67,-86.15,7,11,43.45093,30.37727,2.713061622925127,7,10.0,991.5,722,0,0,1,0
2063,40.67,-86.15,7,12,37.48779,35.52094,2.839962867629609,7,10.0,991.5,722,0,0,1,0
2064,40.67,-86.15,7,13,30.62744,40.64445,3.0015040845597243,8,10.0,991.8,722,0,0,1,0
2065,40.67,-86.15,7,15,29.12598,40.62683,3.0095360613849858,6,10.0,991.1,722,0,0,1,0
2066,40.67,-86.15,7,10,55.34668,27.73621,2.3266082132317343,6,10.0,993.8,722,0,0,1,0
2067,40.67,-86.15,7,11,47.16187,31.6185,2.618439084078647,6,10.0,993.8,722,0,0,1,0
2068,40.67,-86.15,7,12,35.15625,36.11259,2.8174879933593786,6,10.0,994.4,722,0,0,1,0
2069,40.67,-86.15,7,13,34.62524,36.79489,2.8848521081739915,8,10.0,994.1,200,0,0,1,0
2070,40.67,-86.15,7,14,31.23169,36.76468,2.730575262998917,9,10.0,993.5,170,0,0,1,0
2071,40.67,-86.15,7,15,35.03418,38.731,2.9243383074594376,9,10.0,992.8,722,0,0,1,0
2072,40.67,-86.15,7,11,43.45093,32.97806,2.704105096065422,7,10.0,992.1,722,0,0,1,0
2073,40.67,-86.15,7,12,33.79517,39.28993,2.8785735429786294,7,10.0,991.8,722,0,0,1,0
2074,40.67,-86.15,7,13,26.70288,42.62085,2.9751652141540266,7,10.0,991.8,722,0,0,1,0
2075,40.67,-86.15,7,15,26.14746,43.91495,2.951982037583093,5,10.0,991.5,722,0,0,1,0
2076,40.67,-86.15,7,10,56.84814,32.19757,2.3364298430565458,5,10.0,989.8,722,0,0,1,0
2077,40.67,-86.15,7,10,51.30005,34.8764,2.5458990471039895,3,10.0,989.8,722,0,0,1,0
2078,40.67,-86.15,7,11,44.15894,36.71684,2.694057423894848,5,10.0,989.5,722,0,0,1,0
2079,40.67,-86.15,7,12,35.71167,41.25626,2.911547080958496,6,10.0,990.5,722,0,0,1,0
2080,40.67,-86.15,7,13,35.74829,42.51007,3.0796730661207317,13,10.0,990.8,722,0,0,1,0
2081,40.67,-86.15,7,14,41.51001,38.02101,2.1889571629177924,6,10.0,989.8,150,0,0,1,0
2082,40.67,-86.15,7,14,53.15552,31.62857,0.37675008311978314,0,10.0,988.8,170,0,0,1,0
2083,40.67,-86.15,7,15,57.01294,30.39993,0.5484450555522982,6,10.0,988.8,722,0,0,1,0
2084,40.67,-86.15,7,15,59.82056,30.34203,0.6199902944420176,5,10.0,988.5,110,0,0,1,0
2085,40.67,-86.15,7,10,80.24902,27.08664,2.384990545647539,6,10.0,987.2,722,0,0,1,0
2086,40.67,-86.15,7,10,62.65869,31.54549,2.118593742870842,7,10.0,986.8,722,0,0,1,0
2087,40.67,-86.15,7,11,59.42993,32.29073,1.889087309156232,9,10.0,986.8,140,0,0,1,0
2088,40.67,-86.15,7,13,37.75635,42.54784,2.485380704073177,6,10.0,986.5,160,0,0,1,0
2089,40.67,-86.15,7,14,48.99902,36.7244,2.070009701387203,5,10.0,986.8,110,0,0,1,0
2090,40.67,-86.15,7,15,49.646,36.85028,1.23520399375589,6,10.0,986.2,33,0,0,1,0
2091,40.67,-86.15,7,15,52.81372,36.69922,2.7368449574897364,8,10.0,985.5,30,0,0,1,0
2092,40.67,-86.15,7,10,77.19727,28.99506,1.2788010170441408,5,10.0,985.5,50,0,0,1,0
2093,40.67,-86.15,7,10,60.54688,34.23943,1.4781987477893825,3,10.0,985.5,110,0,0,1,0
2094,40.67,-86.15,7,11,69.03687,31.01929,0.36367041845111886,3,10.0,985.5,12,0,0,1,0
2095,40.67,-86.15,7,11,52.02637,38.07892,2.9620332875673916,3,10.0,985.5,24,0,0,1,0
2096,40.67,-86.15,7,12,51.0498,37.49481,2.917615044289888,5,10.0,985.2,16,0,0,1,0
2097,40.67,-86.15,7,12,50.66528,38.70331,3.0833076164849293,6,10.0,984.9,27,0,0,1,0
2098,40.67,-86.15,7,13,40.24048,43.16971,3.052457065615826,8,10.0,984.9,35,0,0,1,0
2099,40.67,-86.15,7,13,53.67432,36.82259,1.700964580138431,7,10.0,984.5,23,0,0,1,0
2100,40.67,-86.15,7,14,40.49683,43.2251,3.0616000670674444,8,10.0,983.9,722,0,0,1,0
2101,40.67,-86.15,7,15,37.45728,43.81676,3.0551707804494526,9,10.0,983.9,722,0,0,1,0
2102,40.67,-86.15,7,15,41.22314,41.92345,2.1780938575929283,13,10.0,983.2,30,0,0,1,0
2103,40.67,-86.15,7,10,62.97607,29.06303,2.367351713115066,9,10.0,987.8,722,0,0,1,0
2104,40.67,-86.15,7,10,53.96118,30.96642,2.5839983071489274,8,10.0,988.2,722,0,0,1,0
2105,40.67,-86.15,7,11,45.94727,33.48412,2.7289195794785206,7,10.0,988.2,722,0,0,1,0
2106,40.67,-86.15,7,12,33.00171,38.7159,2.9037573256751155,8,10.0,988.2,722,0,0,1,0
2107,40.67,-86.15,7,13,28.58887,41.3343,3.0050066334159817,10,10.0,988.2,722,0,0,1,0
2108,40.67,-86.15,7,13,24.38965,40.64949,3.068157580820857,11,10.0,987.8,722,0,0,1,0
2109,40.67,-86.15,7,14,25.40894,41.33682,3.0901675252657888,10,10.0,987.8,722,0,0,1,0
2110,40.67,-86.15,7,15,27.02026,40.00748,3.0918648423764754,13,10.0,987.8,722,0,0,1,0
2111,40.67,-86.15,7,10,62.06055,25.76233,2.4436713754349544,5,10.0,989.8,722,0,0,1,0
2112,40.67,-86.15,7,10,56.30493,27.78404,2.6175542144516326,0,10.0,989.8,722,0,0,1,0
2113,40.67,-86.15,7,12,33.11768,38.00591,2.9359238810317745,0,10.0,989.8,722,0,0,1,0
2114,40.67,-86.15,7,13,25.03662,41.25122,3.127617186474405,0,10.0,989.8,722,0,0,1,0
2115,40.67,-86.15,7,14,21.05713,43.17978,3.168460881459568,5,10.0,989.5,722,0,0,1,0
2116,40.67,-86.15,7,15,41.6626,30.37979,0.3349568032175489,0,10.0,989.2,722,0,0,1,0
2117,40.67,-86.15,7,10,59.87549,25.87563,2.605150359205684,9,10.0,987.8,722,0,0,1,0
2118,40.67,-86.15,7,10,52.34375,28.45627,1.8938436234707297,9,10.0,987.8,722,0,0,1,0
2119,40.67,-86.15,7,11,51.3916,29.02275,2.685931373483851,9,10.0,987.5,722,0,0,1,0
2120,40.67,-86.15,7,13,42.42554,31.66382,2.7442162535262624,13,10.0,986.8,722,0,0,1,0
2121,40.67,-86.15,7,14,30.43823,37.40921,3.11396365313366,15,10.0,986.5,722,0,0,1,0
2122,40.67,-86.15,7,15,28.6438,37.34879,2.9921563876881048,11,10.0,986.2,722,0,0,1,0
2123,40.67,-86.15,7,10,73.18115,25.74974,2.3020179321887584,14,10.0,979.6,722,0,0,1,0
2124,40.67,-86.15,7,10,68.09692,27.69089,2.813673082339178,14,10.0,979.2,25,0,0,1,0
2125,40.67,-86.15,7,13,55.22461,32.30583,2.0571179644578956,18,10.0,976.6,722,0,0,1,0
2126,40.67,-86.15,7,14,50.43945,34.80843,2.9334067685555185,21,10.0,976.6,722,0,0,1,0
2127,40.67,-86.15,7,14,77.20947,27.69844,1.0966603849428642,20,6.0,975.9,48,0,0,1,0
2128,40.67,-86.15,7,14,65.92407,29.62952,3.2869119721738227,25,7.0,975.3,46,0,0,1,0
2129,40.67,-86.15,7,14,40.89355,37.379,3.1396507828150004,31,10.0,975.6,722,0,0,1,0
2130,40.67,-86.15,7,15,44.19556,35.44037,2.7401746413169605,17,10.0,976.3,722,0,0,1,0
2131,40.67,-86.15,7,15,44.90356,36.08238,3.053888439473747,15,10.0,976.3,180,0,0,1,0
2132,40.67,-86.15,7,10,99.98779,20.74203,1.0957682482163746,8,10.0,976.6,5,0,0,1,0
2133,40.67,-86.15,7,10,99.98779,21.24054,1.0838775976611725,10,10.0,976.6,6,0,0,1,0
2134,40.67,-86.15,7,10,99.98779,22.56233,1.0838775976611725,10,10.0,976.3,7,0,0,1,0
2135,40.67,-86.15,7,10,94.0918,22.67815,1.0598368097167028,11,10.0,976.6,9,0,0,1,0
2136,40.67,-86.15,7,11,90.1123,23.84132,1.0351434174732328,13,10.0,976.6,9,0,0,1,0
2137,40.67,-86.15,7,11,99.98779,21.26572,0.9030555317405344,11,9.1,976.6,6,0,0,1,0
2138,40.67,-86.15,7,12,97.54028,22.61017,1.570848839753968,10,10.0,976.6,6,0,0,1,0
2139,40.67,-86.15,7,12,94.28101,22.66808,0.9371085299845415,10,10.0,976.6,8,0,0,1,0
2140,40.67,-86.15,7,12,97.34497,22.5724,1.0225084800032147,10,10.0,976.6,8,0,0,1,0
2141,40.67,-86.15,7,13,91.97998,24.48586,0.9706046595520077,11,10.0,976.3,10,0,0,1,0
2142,40.67,-86.15,7,13,98.04077,22.52457,0.9968674507844609,11,9.1,976.3,10,0,0,1,0
2143,40.67,-86.15,7,13,98.63281,23.26981,2.062416179210949,7,10.0,976.3,16,0,0,1,0
2144,40.67,-86.15,7,14,74.79858,29.09073,0.7064680623427886,13,10.0,975.9,16,0,0,1,0
2145,40.67,-86.15,7,14,97.55859,22.63535,0.8607611084816256,10,0.0,976.3,14,0,0,1,0
2146,40.67,-86.15,7,14,99.71313,23.19427,1.0225660289918073,9,10.0,976.3,722,0,0,1,0
2147,40.67,-86.15,7,15,97.38159,24.54124,2.6410660251206775,10,10.0,975.9,722,0,0,1,0
2148,40.67,-86.15,7,10,93.34106,22.02103,1.0320094160001614,10,10.0,979.2,14,0,0,1,0
2149,40.67,-86.15,7,10,89.53857,23.31512,1.0838775976611725,10,10.0,979.6,14,0,0,1,0
2150,40.67,-86.15,7,11,89.11743,23.25974,1.0593827754761083,6,10.0,979.6,10,0,0,1,0
2151,40.67,-86.15,7,11,88.73901,24.57649,1.5965451568921378,7,10.0,979.9,10,0,0,1,0
2152,40.67,-86.15,7,12,87.54883,24.47327,1.0350865877882316,7,10.0,979.9,12,0,0,1,0
2153,40.67,-86.15,7,12,74.11499,27.1244,0.9157986108024418,11,10.0,979.9,14,0,0,1,0
2154,40.67,-86.15,7,13,78.93066,26.52771,1.407089143126594,8,10.0,979.9,15,0,0,1,0
2155,40.67,-86.15,7,13,83.45337,25.78247,1.0098284326743439,7,8.0,979.9,722,0,0,1,0
2156,40.67,-86.15,7,13,54.91333,35.41267,3.199260292068754,7,10.0,979.6,25,0,0,1,0
2157,40.67,-86.15,7,14,61.61499,32.29324,3.2207285075912053,3,10.0,979.6,20,0,0,1,0
2158,40.67,-86.15,7,14,59.61304,31.57318,0.668008843649246,5,10.0,979.6,16,0,0,1,0
2159,40.67,-86.15,7,14,91.37573,22.59254,0.8519825841985801,11,2.0,979.9,15,0,0,1,0
2160,40.67,-86.15,7,15,98.62061,21.30096,1.0719602576706833,0,10.0,979.9,722,0,0,1,0
2161,40.67,-86.15,7,10,83.59375,22.65549,1.1303983821168166,3,10.0,983.9,28,0,0,1,0
2162,40.67,-86.15,7,10,80.11475,23.87405,1.0957114185432468,5,10.0,983.9,34,0,0,1,0
2163,40.67,-86.15,7,10,72.229,25.80009,1.8986418262975855,5,10.0,983.9,34,0,0,1,0
2164,40.67,-86.15,7,11,63.15308,27.82936,2.010557592832027,3,10.0,983.5,34,0,0,1,0
2165,40.67,-86.15,7,11,64.71558,27.80167,2.1506662540892925,8,10.0,983.9,19,0,0,1,0
2166,40.67,-86.15,7,12,63.04932,28.99757,2.1531902528784967,6,10.0,983.9,19,0,0,1,0
2167,40.67,-86.15,7,12,63.26294,28.43864,1.1636944120272168,7,10.0,983.9,33,0,0,1,0
2168,40.67,-86.15,7,14,71.25854,26.52016,0.9838521793624249,5,10.0,983.9,18,0,0,1,0
2169,40.67,-86.15,7,14,72.16187,25.85297,0.8586022952439989,7,10.0,983.5,34,0,0,1,0
2170,40.67,-86.15,7,15,72.33887,27.8067,2.8068530622664767,8,10.0,983.5,722,0,0,1,0
2171,40.67,-86.15,7,10,78.479,25.78247,1.6027858363537228,9,10.0,986.5,722,0,0,1,0
2172,40.67,-86.15,7,10,67.34619,28.96988,2.6897816764685656,9,10.0,986.5,722,0,0,1,0
2173,40.67,-86.15,7,11,64.84985,29.10332,0.9118087025702875,8,10.0,986.5,26,0,0,1,0
2174,40.67,-86.15,7,11,64.95972,29.03282,3.0275424231054053,7,10.0,986.5,722,0,0,1,0
2175,40.67,-86.15,7,11,65.625,28.45627,2.3902763221651346,8,10.0,986.5,27,0,0,1,0
2176,40.67,-86.15,7,11,60.05859,30.31433,1.1675753819339165,7,10.0,986.5,22,0,0,1,0
2177,40.67,-86.15,7,12,51.97144,32.95036,0.8024857731669799,7,10.0,986.5,22,0,0,1,0
2178,40.67,-86.15,7,12,57.06787,32.21268,1.5857536412965707,9,10.0,986.8,25,0,0,1,0
2179,40.67,-86.15,7,14,45.68481,35.4882,2.085078126248197,8,10.0,986.5,722,0,0,1,0
2180,40.67,-86.15,7,15,35.52856,39.93698,3.0581430639270626,10,10.0,986.2,722,0,0,1,0
2181,40.67,-86.15,7,10,63.42773,29.63707,2.3116003333209623,6,10.0,987.2,722,0,0,1,0
2182,40.67,-86.15,7,12,38.93433,38.76877,2.8665895224534044,6,10.0,987.5,722,0,0,1,0
2183,40.67,-86.15,7,13,29.99268,42.61078,2.98278633534602,7,10.0,987.2,722,0,0,1,0
2184,40.67,-86.15,7,14,29.57764,42.50755,2.7994278099910024,10,10.0,986.8,722,0,0,1,0
2185,40.67,-86.15,7,15,29.78516,41.2487,3.0512100258732398,13,10.0,986.5,722,0,0,1,0
2186,40.67,-86.15,7,10,67.89551,28.41599,2.8322893879284208,10,10.0,984.5,90,0,0,1,0
2187,40.67,-86.15,7,10,60.0647,29.76295,2.3956800938273575,15,10.0,984.9,722,0,0,1,0
2188,40.67,-86.15,7,11,59.68628,30.37979,2.41189948178342,10,10.0,984.9,722,0,0,1,0
2189,40.67,-86.15,7,13,49.90234,32.87735,2.38974395910662,18,10.0,984.5,722,0,0,1,0
2190,40.67,-86.15,7,14,43.32886,37.38655,3.133303993054225,15,10.0,984.2,722,0,0,1,0
2191,40.67,-86.15,7,15,44.58008,36.80244,2.7419574638726942,14,10.0,984.2,55,0,0,1,0
2192,40.67,-86.15,7,10,66.05225,24.55887,2.297699176319028,6,10.0,987.8,722,0,0,1,0
2193,40.67,-86.15,7,10,60.30884,27.07909,2.513323214163666,7,10.0,988.2,722,0,0,1,0
